"Nombre","Plataforma","Año","Genero","Editorial","Ventas NA","Ventas EU","Ventas JP","Ventas Otros","Ventas Global","CALIFICACIÓN DEL PUBLICO"
"Dragon Quest VII: Warriors of Eden","PS","2000","Role-Playing","Enix Corporation","0.2","0.14","4.1","0.02","4.47","Excelente"
"Uncharted: The Nathan Drake Collection","PS4","2015","Action","Sony Computer Entertainment","1.96","1.69","0.08","0.74","4.47","Aceptable"
"God of War","PS2","2005","Action","Sony Computer Entertainment","2.71","1.29","0.02","0.43","4.45","Excelente"
"Call of Duty: Advanced Warfare","PS3","2014","Shooter","Activision","1.54","1.94","0.19","0.77","4.45","Excelente"
"Nintendo Land","WiiU","2012","Misc","Nintendo","2.55","1.11","0.46","0.33","4.44","Aceptable"
"Michael Jackson: The Experience","Wii","2010","Misc","Ubisoft","2.67","1.35","0.01","0.39","4.42","Aceptable"
"Tony Hawk's Pro Skater 3","PS2","2001","Sports","Activision","2.66","1.29","0.01","0.46","4.41","Aceptable"
"Winning Eleven: Pro Evolution Soccer 2007","PS2","2006","Sports","Konami Digital Entertainment","0.1","2.39","1.05","0.86","4.39","Excelente"
"The Elder Scrolls IV: Oblivion","X360","2006","Role-Playing","Take-Two Interactive","2.82","1.05","0.13","0.4","4.39","Bueno"
"Zelda II: The Adventure of Link","NES","1987","Adventure","Nintendo","2.19","0.5","1.61","0.08","4.38","Excelente"
"Need for Speed: Most Wanted","PS2","2005","Racing","Electronic Arts","2.03","1.79","0.08","0.47","4.37","Excelente"
"Resistance: Fall of Man","PS3","2006","Shooter","Sony Computer Entertainment","1.73","1.73","0.14","0.75","4.35","Bueno"
"Sonic the Hedgehog","GEN","1991","Platform","Sega","3.03","0.91","0.26","0.13","4.34","Excelente"
"Kingdom Hearts II","PS2","2005","Role-Playing","Square Enix","2.2","0.58","1.38","0.17","4.33","Malo"
"Asteroids","2600","1980","Shooter","Atari","4","0.26","0","0.05","4.31","Bueno"
"Fable II","X360","2008","Role-Playing","Microsoft Game Studios","2.51","1.27","0.11","0.41","4.31","Bueno"
"FIFA 14","X360","2013","Sports","Electronic Arts","0.92","2.93","0.01","0.46","4.31","Bueno"
"Call of Duty: Advanced Warfare","X360","2014","Shooter","Activision","2.75","1.18","0","0.37","4.31","Excelente"
"Halo 5: Guardians","XOne","2015","Shooter","Microsoft Game Studios","2.64","1.2","0.03","0.39","4.26","Excelente"
"Batman: Arkham Asylum","PS3","2009","Action","Eidos Interactive","2.23","1.34","0.07","0.61","4.25","Aceptable"
"Super Mario 3D World","WiiU","2013","Platform","Nintendo","2.11","1.11","0.72","0.3","4.25","Bueno"
"Namco Museum","GBA","2001","Misc","Namco Bandai Games","3","1.11","0.05","0.07","4.24","Bueno"
"Assassin's Creed: Revelations","PS3","2011","Action","Ubisoft","1.41","2.02","0.1","0.72","4.24","Malo"
"Metal Gear Solid 3: Snake Eater","PS2","2004","Action","Konami Digital Entertainment","1.46","0","0.83","1.93","4.23","Aceptable"
"Daxter","PSP","2006","Platform","Sony Computer Entertainment","2.45","1.02","0","0.75","4.22","Excelente"
"Warcraft II: Tides of Darkness","PC","1995","Strategy","Activision","1.7","2.27","0","0.23","4.21","Excelente"
"FIFA Soccer 06","PS2","2005","Sports","Electronic Arts","0.78","2.55","0.04","0.84","4.21","Aceptable"
"The Legend of Zelda: Ocarina of Time","3DS","2011","Action","Nintendo","2.03","1.27","0.62","0.3","4.21","Aceptable"
"EyeToy Play","PS2","2003","Misc","Sony Computer Entertainment","0.88","2.3","0.2","0.83","4.2","Bueno"
"Gran Turismo 5 Prologue","PS3","2007","Racing","Sony Computer Entertainment","1.28","1.83","0.57","0.53","4.2","Bueno"
"Uncharted 4: A Thief's End","PS4","2016","Shooter","Sony Computer Entertainment","1.3","2.07","0.18","0.65","4.2","Malo"
"Street Fighter IV","PS3","2009","Fighting","Capcom","2.02","1.06","0.58","0.53","4.19","Aceptable"
"Assassin's Creed: Revelations","X360","2011","Action","Ubisoft","2.25","1.47","0.04","0.43","4.19","Excelente"
"FIFA 12","X360","2011","Sports","Electronic Arts","0.84","2.79","0.02","0.53","4.19","Excelente"
"Teenage Mutant Ninja Turtles","NES","1989","Action","Palcom","3.38","0.44","0.31","0.04","4.17","Excelente"
"Excitebike","NES","1984","Racing","Nintendo","2.04","0.48","1.57","0.07","4.16","Excelente"
"Frogger","PS","1997","Action","Hasbro Interactive","3.79","0.27","0","0.11","4.16","Excelente"
"Madden NFL 2003","PS2","2002","Sports","Electronic Arts","3.36","0.21","0.01","0.56","4.14","Excelente"
"Watch Dogs","PS4","2014","Action","Ubisoft","1.4","1.86","0.11","0.77","4.14","Excelente"
"Super Mario World 2: Yoshi's Island","SNES","1995","Platform","Nintendo","1.65","0.61","1.76","0.09","4.12","Excelente"
"Half-Life","PC","1997","Shooter","Vivendi Games","4.03","0","0.09","0","4.12","Bueno"
"FIFA Soccer 07","PS2","2006","Sports","Electronic Arts","0.71","2.48","0.03","0.89","4.11","Excelente"
"Street Fighter II Turbo","SNES","1992","Fighting","Capcom","1.42","0.51","2.1","0.07","4.1","Bueno"
"Carnival Games","Wii","2007","Misc","Take-Two Interactive","2.13","1.5","0.05","0.42","4.1","Excelente"
"The Legend of Zelda: Skyward Sword","Wii","2011","Action","Nintendo","2.14","1.2","0.37","0.4","4.1","Aceptable"
"World of Warcraft: The Burning Crusade","PC","2007","Role-Playing","Activision","2.57","1.52","0","0","4.09","Excelente"
"Fallout 4","XOne","2015","Role-Playing","Bethesda Softworks","2.45","1.26","0.01","0.37","4.09","Bueno"
"Fallout: New Vegas","X360","2010","Role-Playing","Bethesda Softworks","2.65","1.06","0.04","0.33","4.08","Bueno"
"God of War II","PS2","2007","Action","Sony Computer Entertainment","2.32","0.04","0.04","1.67","4.07","Aceptable"
"World Soccer Winning Eleven 9","PS2","2005","Sports","Konami Digital Entertainment","0.12","2.26","0.9","0.77","4.06","Excelente"
"Forza Motorsport 2","X360","2007","Racing","Microsoft Game Studios","2.35","1.28","0.03","0.41","4.06","Bueno"
"Namco Museum Vol.3","PS","1996","Misc","Sony Computer Entertainment","2.28","1.55","0.16","0.06","4.05","Excelente"
"Tekken Tag Tournament","PS2","2000","Fighting","Namco Bandai Games","1.68","1.51","0.51","0.35","4.05","Excelente"
"Star Fox 64","N64","1997","Shooter","Nintendo","2.78","0.58","0.64","0.04","4.03","Aceptable"
"Far Cry 4","PS4","2014","Shooter","Ubisoft","1.12","2.12","0.1","0.69","4.03","Excelente"
"Minecraft","PS4","2014","Misc","Sony Computer Entertainment Europe","1.38","1.87","0.12","0.65","4.02","Excelente"
"Golf","NES","1984","Sports","Nintendo","1.22","0.28","2.46","0.04","4.01","Aceptable"
"Fallout 3","PS3","2008","Role-Playing","Bethesda Softworks","2.15","1.2","0.07","0.59","4.01","Bueno"
"Professor Layton and the Diabolical Box","DS","2007","Puzzle","Nintendo","0.92","1.78","0.92","0.37","4","Excelente"
"Left 4 Dead 2","X360","2009","Shooter","Electronic Arts","2.67","0.89","0.05","0.37","3.99","Bueno"
"Namco Museum: 50th Anniversary","PS2","2005","Misc","Namco Bandai Games","2.08","1.35","0","0.54","3.98","Bueno"
"EA Sports Active","Wii","2009","Sports","Electronic Arts","2.1","1.36","0.06","0.4","3.92","Excelente"
"Assassin's Creed: Unity","PS4","2014","Action","Ubisoft","1.18","1.96","0.08","0.7","3.92","Aceptable"
"Donkey Kong Land","GB","1994","Platform","Nintendo","1.97","0.76","1.07","0.11","3.91","Bueno"
"Tony Hawk's Underground","PS2","2003","Sports","Activision","2.29","1.17","0.01","0.42","3.9","Excelente"
"Assassin's Creed IV: Black Flag","PS3","2013","Action","Ubisoft","1.33","1.71","0.13","0.73","3.89","Bueno"
"Monster Hunter 4 Ultimate","3DS","2014","Role-Playing","Nintendo","0.67","0.49","2.62","0.11","3.89","Excelente"
"MotorStorm","PS3","2006","Racing","Sony Computer Entertainment","1.53","1.61","0.06","0.67","3.88","Excelente"
"The Elder Scrolls V: Skyrim","PC","2011","Role-Playing","Bethesda Softworks","1.15","2.09","0","0.64","3.88","Excelente"
"Dragon Warrior III","NES","1988","Role-Playing","Enix Corporation","0.1","0","3.77","0","3.87","Malo"
"Tekken 5","PS2","2005","Fighting","Namco Bandai Games","0.93","1.94","0.31","0.7","3.87","Bueno"
"Sports Champions","PS3","2010","Sports","Sony Computer Entertainment","2.12","1.14","0.1","0.51","3.87","Excelente"
"World Soccer Winning Eleven 8 International","PS2","2004","Sports","Konami Digital Entertainment","0.16","1.89","1.12","0.68","3.85","Excelente"
"NBA 2K16","PS4","2015","Sports","Take-Two Interactive","2.48","0.65","0.03","0.69","3.85","Excelente"
"Namco Museum Vol.1","PS","1995","Misc","Sony Computer Entertainment","2.12","1.44","0.22","0.06","3.84","Bueno"
"Flash Focus: Vision Training in Minutes a Day","DS","2007","Misc","Nintendo","0.87","1.57","1.05","0.35","3.84","Bueno"
"The Legend of Zelda: Link's Awakening","GB","1992","Action","Nintendo","2.21","0.96","0.54","0.13","3.83","Bueno"
"Mario & Luigi: Bowser's Inside Story","DS","2009","Role-Playing","Nintendo","2.26","0.48","0.81","0.27","3.83","Aceptable"
"Big Brain Academy: Wii Degree","Wii","2007","Misc","Nintendo","1.06","1.93","0.41","0.43","3.82","Aceptable"
"Nintendogs + cats","3DS","2011","Simulation","Nintendo","1.44","1.37","0.73","0.27","3.81","Bueno"
"Batman: Arkham Knight","PS4","2015","Action","Warner Bros. Interactive Entertainment","1.49","1.58","0.1","0.61","3.79","Excelente"
"LEGO Indiana Jones: The Original Adventures","X360","2008","Action","Activision","2.4","1.03","0","0.36","3.78","Excelente"
"Mario & Sonic at the London 2012 Olympic Games","Wii","2011","Sports","Sega","1.14","1.91","0.27","0.46","3.78","Excelente"
"Resident Evil Director's Cut","PS","1996","Action","Virgin Interactive","1.82","1.24","0.47","0.25","3.77","Bueno"
"Ratchet & Clank: Size Matters","PSP","2007","Platform","Sony Computer Entertainment","1.4","1.4","0.1","0.87","3.77","Excelente"
"The Sims: Unleashed","PC","2002","Simulation","Electronic Arts","2.03","1.56","0","0.17","3.76","Bueno"
"Super Paper Mario","Wii","2007","Platform","Nintendo","1.98","0.88","0.59","0.32","3.76","Malo"
"Just Dance 2014","Wii","2013","Misc","Ubisoft","1.98","1.47","0","0.32","3.76","Malo"
"Harry Potter and the Sorcerer's Stone","PS","2001","Action","Electronic Arts","1.37","2","0.14","0.22","3.73","Bueno"
"The Witcher 3: Wild Hunt","PS4","2015","Role-Playing","Namco Bandai Games","0.96","2","0.21","0.56","3.73","Aceptable"
"Resident Evil 3: Nemesis","PS","1999","Action","Eidos Interactive","1.3","0.77","1.54","0.11","3.72","Aceptable"
"Spyro: Year of the Dragon","PS","2000","Platform","Sony Computer Entertainment","1.93","1.58","0","0.19","3.71","Excelente"
"PokÃ©mon Trading Card Game","GB","1998","Strategy","Nintendo","1.49","0.73","1.38","0.1","3.7","Bueno"
"FIFA Soccer 2005","PS2","2004","Sports","Electronic Arts","0.58","2.48","0.04","0.59","3.7","Bueno"
"MySims","DS","2007","Simulation","Electronic Arts","1.59","1.61","0.08","0.41","3.69","Excelente"
"Battlefield 4","PS3","2013","Shooter","Electronic Arts","1.3","1.51","0.27","0.61","3.69","Bueno"
"Tony Hawk's Pro Skater 4","PS2","2002","Sports","Activision","2.13","1.18","0.01","0.35","3.67","Bueno"
"Friend Collection","DS","2009","Misc","Nintendo","0","0","3.67","0","3.67","Bueno"
"Midnight Club 3: DUB Edition","PSP","2005","Racing","Take-Two Interactive","1.65","1.22","0","0.79","3.66","Excelente"
"Banjo-Kazooie","N64","1998","Platform","Nintendo","1.87","1.13","0.55","0.1","3.65","Excelente"
"SOCOM: U.S. Navy SEALs","PS2","2002","Shooter","Sony Computer Entertainment","2.53","0.81","0.06","0.24","3.65","Malo"
"Guitar Hero: World Tour","Wii","2008","Misc","Activision","2.33","0.97","0","0.35","3.65","Aceptable"
"Jak and Daxter: The Precursor Legacy","PS2","2001","Platform","Sony Computer Entertainment","2.08","1.09","0.15","0.33","3.64","Bueno"
"Gran Turismo 6","PS3","2013","Racing","Sony Computer Entertainment","0.71","1.8","0.4","0.74","3.64","Bueno"
"Pokemon Snap","N64","1999","Simulation","Nintendo","2.23","0.68","0.66","0.06","3.63","Bueno"
"Pro Evolution Soccer 2008","PS2","2007","Sports","Konami Digital Entertainment","0.05","0","0.64","2.93","3.63","Aceptable"
"FIFA Soccer 10","PS3","2009","Sports","Electronic Arts","0.6","2.46","0.05","0.52","3.63","Excelente"
"Call of Duty: Ghosts","PS4","2013","Shooter","Activision","1.78","1.42","0.05","0.38","3.63","Excelente"
"Resident Evil 4","PS2","2005","Action","Capcom","2.08","0.83","0.46","0.25","3.62","Bueno"
"Doom II: Hell on Earth","PC","1994","Shooter","Virgin Interactive","2.05","1.4","0","0.16","3.61","Bueno"
"The Simpsons: Road Rage","PS2","2001","Racing","Electronic Arts","2.02","1.17","0","0.42","3.61","Malo"
"Star Wars: Battlefront","PS2","2004","Shooter","LucasArts","1.93","1.22","0.03","0.44","3.61","Excelente"
"Cooking Mama 2: Dinner With Friends","DS","2007","Simulation","505 Games","1.61","1.5","0.1","0.39","3.61","Malo"
"Tom Clancy's The Division","PS4","2016","Shooter","Ubisoft","1.28","1.61","0.15","0.57","3.61","Excelente"
"Luigi's Mansion","GC","2001","Action","Nintendo","2.38","0.67","0.46","0.1","3.6","Excelente"
"Star Wars: Battlefront II","PS2","2005","Shooter","LucasArts","2.18","1.02","0.03","0.37","3.59","Bueno"
"WWF SmackDown!","PS","2000","Fighting","THQ","2.01","1.35","0.06","0.16","3.58","Bueno"
"Croc: Legend of the Gobbos","PS","1997","Platform","Fox Interactive","1.57","1.79","0","0.2","3.56","Aceptable"
"Tomb Raider III: Adventures of Lara Croft","PS","1997","Action","Eidos Interactive","1.66","1.58","0.12","0.18","3.54","Bueno"
"The Getaway","PS2","2002","Action","Sony Computer Entertainment","1.23","1.77","0.05","0.49","3.54","Excelente"
"Grand Theft Auto: Liberty City Stories","PS2","2006","Action","Take-Two Interactive","1.56","1.4","0.07","0.5","3.54","Malo"
"James Bond 007: Agent Under Fire","PS2","2001","Shooter","Electronic Arts","1.9","1.13","0.1","0.41","3.53","Bueno"
"LEGO Star Wars: The Video Game","PS2","2005","Action","Eidos Interactive","1.98","1.14","0.01","0.41","3.53","Aceptable"
"FIFA Soccer 11","X360","2010","Sports","Electronic Arts","0.71","2.4","0.02","0.4","3.53","Malo"
"Battlefield 4","X360","2013","Shooter","Electronic Arts","2.14","1.08","0.02","0.29","3.53","Aceptable"
"Spyro 2: Ripto's Rage!","PS","1999","Platform","Sony Computer Entertainment","2.14","1.21","0.01","0.17","3.52","Aceptable"
"Rugrats in Paris: The Movie","PS","2000","Action","THQ","1.96","1.33","0","0.23","3.52","Excelente"
"Left 4 Dead","X360","2008","Shooter","Electronic Arts","2.66","0.5","0.05","0.3","3.52","Aceptable"
"Mario & Sonic at the Olympic Winter Games","DS","2009","Sports","Sega","1.22","1.66","0.27","0.38","3.52","Excelente"
"Donkey Kong Country 3: Dixie Kong's Double Trouble!","SNES","1996","Platform","Nintendo","1.17","0.5","1.75","0.08","3.51","Excelente"
"Resident Evil 5","X360","2009","Action","Capcom","2.11","0.94","0.12","0.34","3.51","Bueno"
"Kung Fu","NES","1985","Action","Nintendo","1.64","0.38","1.42","0.06","3.5","Aceptable"
"Clubhouse Games","DS","2006","Misc","Nintendo","0.59","1.83","0.73","0.35","3.5","Bueno"
"Batman: Arkham Asylum","X360","2009","Action","Eidos Interactive","2.2","0.97","0.02","0.31","3.5","Excelente"
"Assassin's Creed: Brotherhood","X360","2010","Action","Ubisoft","2.84","0.39","0.03","0.24","3.5","Excelente"
"Star Wars Battlefront (2015)","XOne","2015","Shooter","Electronic Arts","1.94","1.22","0.02","0.31","3.49","Bueno"
"Guitar Hero: On Tour","DS","2008","Misc","Activision","2.11","1.01","0.01","0.35","3.48","Malo"
"Battlefield: Bad Company 2","X360","2010","Shooter","Electronic Arts","2.09","1.02","0.04","0.32","3.48","Excelente"
"Assassin's Creed: Unity","XOne","2014","Action","Ubisoft","2.26","0.89","0","0.3","3.46","Bueno"
"Far Cry 3","PS3","2012","Shooter","Ubisoft","0.88","1.75","0.1","0.72","3.45","Excelente"
"Tekken 4","PS2","2002","Fighting","Namco Bandai Games","1.55","1.27","0.33","0.29","3.44","Aceptable"
"Borderlands","X360","2009","Shooter","Take-Two Interactive","2.39","0.73","0.03","0.29","3.44","Excelente"
"Monster Hunter 4","3DS","2013","Role-Playing","Capcom","0","0","3.44","0","3.44","Malo"
"Battlefield 4","PS4","2013","Shooter","Electronic Arts","1.34","1.54","0.17","0.38","3.43","Bueno"
"Final Fantasy III","SNES","1994","Role-Playing","SquareSoft","0.86","0","2.55","0.02","3.42","Bueno"
"Grand Theft Auto 2","PS","1998","Action","Take-Two Interactive","1.13","2.07","0","0.22","3.42","Excelente"
"LittleBigPlanet 2","PS3","2011","Platform","Sony Computer Entertainment","1.82","1.07","0.06","0.47","3.42","Aceptable"
"F-1 Race","GB","1990","Racing","Nintendo","1.73","0.69","0.59","0.4","3.41","Bueno"
"Spider-Man 2","PS2","2004","Action","Activision","1.75","1.2","0.02","0.43","3.41","Excelente"
"FIFA Soccer 2003","PS2","2002","Sports","Electronic Arts","0.46","2.28","0.05","0.61","3.4","Bueno"
"Crash Bash","PS","2000","Misc","Sony Computer Entertainment","1.56","1.47","0.19","0.17","3.39","Aceptable"
"LEGO Batman: The Videogame","X360","2008","Action","Warner Bros. Interactive Entertainment","2.03","1.03","0","0.32","3.38","Bueno"
"The Legend of Zelda: Spirit Tracks","DS","2009","Action","Nintendo","1.43","0.94","0.74","0.27","3.38","Excelente"
"Metal Gear Solid V: The Phantom Pain","PS4","2015","Action","Konami Digital Entertainment","1.08","1.35","0.48","0.47","3.38","Malo"
"WWF War Zone","PS","1998","Fighting","Acclaim Entertainment","2.47","0.76","0","0.13","3.36","Aceptable"
"The Legend of Zelda: Majora's Mask","N64","2000","Action","Nintendo","1.9","0.67","0.73","0.06","3.36","Excelente"
"Professor Layton and the Unwound Future","DS","2008","Puzzle","Nintendo","0.65","1.61","0.82","0.28","3.36","Bueno"
"Rugrats: Search For Reptar","PS","1998","Adventure","THQ","1.63","1.53","0","0.18","3.34","Excelente"
"Assassin's Creed IV: Black Flag","X360","2013","Action","Ubisoft","1.9","1.14","0.01","0.29","3.34","Aceptable"
"James Bond 007: Nightfire","PS2","2002","Shooter","Electronic Arts","1.45","1.29","0.12","0.46","3.33","Excelente"
"Ratchet & Clank","PS2","2002","Platform","Sony Computer Entertainment","1.44","1.01","0.57","0.3","3.33","Excelente"
"English Training: Have Fun Improving Your Skills!","DS","2006","Misc","Nintendo","0","0.99","2.32","0.02","3.33","Bueno"
"Star Wars Episode III: Revenge of the Sith","PS2","2005","Action","LucasArts","1.47","1.39","0.03","0.43","3.32","Malo"
"Mario Party 9","Wii","2012","Misc","Nintendo","1.15","1.17","0.76","0.24","3.32","Excelente"
"Max Payne","PS2","2001","Shooter","Take-Two Interactive","1.99","1.05","0.05","0.22","3.31","Bueno"
"The Lord of the Rings: The Return of the King","PS2","2003","Action","Electronic Arts","1.5","1.28","0.05","0.46","3.28","Aceptable"
"Destiny","XOne","2014","Shooter","Activision","2.13","0.92","0","0.23","3.28","Malo"
"Assassin's Creed Syndicate","PS4","2015","Action","Ubisoft","0.8","1.92","0.06","0.5","3.28","Excelente"
"True Crime: Streets of LA","PS2","2003","Action","Activision","1.89","1.05","0.02","0.31","3.27","Aceptable"
"Wii Music","Wii","2008","Misc","Nintendo","1.36","1.13","0.46","0.32","3.27","Excelente"
"Gran Turismo (PSP)","PSP","2009","Racing","Sony Computer Entertainment","0.5","1.59","0.31","0.87","3.27","Bueno"
"Monster Hunter X","3DS","2015","Action","Capcom","0.25","0.19","2.78","0.04","3.26","Bueno"
"Tekken","PS","1995","Fighting","Sony Computer Entertainment","0.95","1.3","0.77","0.22","3.24","Excelente"
